comment,likes,cleaned,case_folded,tokenized,stopword_removed,stemmed,final_text,komentar_bersih,label
"Niki sm mario tipikal kakak adik bangetttt, si mario krn dia kakak sukanya ngebully adiknya niki wkwk, jadi keinget adik2 ku",0,Niki sama mario tipikal kakak adik bangetttt si mario krn dia kakak sukanya ngebully adiknya niki wkwk jadi keinget adik2 ku,niki sama mario tipikal kakak adik bangetttt si mario krn dia kakak sukanya ngebully adiknya niki wkwk jadi keinget adik2 ku,"['niki', 'sama', 'mario', 'tipikal', 'kakak', 'adik', 'bangetttt', 'si', 'mario', 'krn', 'dia', 'kakak', 'sukanya', 'ngebully', 'adiknya', 'niki', 'wkwk', 'jadi', 'keinget', 'adik2', 'ku']","['niki', 'mario', 'tipikal', 'kakak', 'adik', 'bangetttt', 'si', 'mario', 'krn', 'kakak', 'sukanya', 'ngebully', 'adiknya', 'niki', 'wkwk', 'keinget', 'adik2', 'ku']","['nik', 'mario', 'tipikal', 'kakak', 'adik', 'bangetttt', 'si', 'mario', 'krn', 'kakak', 'suka', 'ngebully', 'adik', 'nik', 'wkwk', 'keinget', 'adik2', 'ku']",nik mario tipikal kakak adik bangetttt si mario krn kakak suka ngebully adik nik wkwk keinget adik2 ku,nik mario tipikal kakak adik bangetttt si mario krn kakak suka ngebully adik nik wkwk keinget adik2 ku,Positif
Durasinya kurang seabad😢,0,Durasinya kurang seabad,durasinya kurang seabad,"['durasinya', 'kurang', 'seabad']","['durasinya', 'seabad']","['durasi', 'abad']",durasi abad,durasi abad,Netral
Pada asbun banget😂😂😂,0,Pada asbun banget,pada asbun banget,"['pada', 'asbun', 'banget']","['asbun', 'banget']","['asbun', 'banget']",asbun banget,asbun banget,Negatif
lucuuu bangett,0,lucuuu bangett,lucuuu bangett,"['lucuuu', 'bangett']","['lucuuu', 'bangett']","['lucuuu', 'bangett']",lucuuu bangett,lucuuu bangett,Positif
LUCUU BNGGEETT ANJRRR😭😭😭,0,LUCUU BNGGEETT ANJRRR,lucuu bnggeett anjrrr,"['lucuu', 'bnggeett', 'anjrrr']","['lucuu', 'bnggeett', 'anjrrr']","['lucuu', 'bnggeett', 'anjrrr']",lucuu bnggeett anjrrr,lucuu bnggeett anjrrr,Positif
SUMPAAH LUCUNYA DAPAT BANGET 😂😂😂😂,0,SUMPAAH LUCUNYA DAPAT BANGET,sumpaah lucunya dapat banget,"['sumpaah', 'lucunya', 'dapat', 'banget']","['sumpaah', 'lucunya', 'banget']","['sumpaah', 'lucu', 'banget']",sumpaah lucu banget,sumpaah lucu banget,Positif
sumpah gak boong aku ngakak sepanjang nonton ini😭😭,0,sumpah gak boong aku ngakak sepanjang nonton ini,sumpah gak boong aku ngakak sepanjang nonton ini,"['sumpah', 'gak', 'boong', 'aku', 'ngakak', 'sepanjang', 'nonton', 'ini']","['sumpah', 'gak', 'boong', 'ngakak', 'nonton']","['sumpah', 'gak', 'boong', 'ngakak', 'nonton']",sumpah gak boong ngakak nonton,sumpah gak boong ngakak nonton,Positif
Sandyyy ternyata cocok banget sama mereka wkwkwk,0,Sandyyy ternyata cocok banget sama mereka wkwkwk,sandyyy ternyata cocok banget sama mereka wkwkwk,"['sandyyy', 'ternyata', 'cocok', 'banget', 'sama', 'mereka', 'wkwkwk']","['sandyyy', 'cocok', 'banget', 'wkwkwk']","['sandyyy', 'cocok', 'banget', 'wkwkwk']",sandyyy cocok banget wkwkwk,sandyyy cocok banget wkwkwk,Positif
Teh teh yayaaa liat niiii😂😂😂,0,Teh teh yayaaa liat niiii,teh teh yayaaa liat niiii,"['teh', 'teh', 'yayaaa', 'liat', 'niiii']","['teh', 'teh', 'yayaaa', 'liat', 'niiii']","['teh', 'teh', 'yayaaa', 'liat', 'niiii']",teh teh yayaaa liat niiii,teh teh yayaaa liat niiii,Positif
baru kali ini nyobain nonton podcast keluarga artis. ngga nyangka bisa betah sampe akhir ternyata T_T,0,baru kali ini nyobain nonton podcast keluarga artis ngga nyangka bisa betah sampe akhir ternyata TT,baru kali ini nyobain nonton podcast keluarga artis ngga nyangka bisa betah sampe akhir ternyata tt,"['baru', 'kali', 'ini', 'nyobain', 'nonton', 'podcast', 'keluarga', 'artis', 'ngga', 'nyangka', 'bisa', 'betah', 'sampe', 'akhir', 'ternyata', 'tt']","['kali', 'nyobain', 'nonton', 'podcast', 'keluarga', 'artis', 'ngga', 'nyangka', 'betah', 'sampe', 'tt']","['kali', 'nyobain', 'nonton', 'podcast', 'keluarga', 'artis', 'ngga', 'nyangka', 'betah', 'sampe', 'tt']",kali nyobain nonton podcast keluarga artis ngga nyangka betah sampe tt,kali nyobain nonton podcast keluarga artis ngga nyangka betah sampe tt,Positif
Sandy th berapa di coc,0,Sandy tahun berapa di coc,sandy tahun berapa di coc,"['sandy', 'tahun', 'berapa', 'di', 'coc']","['sandy', 'coc']","['sandy', 'coc']",sandy coc,sandy coc,Netral
obrolan yg terlalu waras,0,obrolan yang terlalu waras,obrolan yang terlalu waras,"['obrolan', 'yang', 'terlalu', 'waras']","['obrolan', 'waras']","['obrol', 'waras']",obrol waras,obrol waras,Positif
sandy jump in nya pas bgt😭👋,0,sandy jump in nya pas banget,sandy jump in nya pas banget,"['sandy', 'jump', 'in', 'nya', 'pas', 'banget']","['sandy', 'jump', 'in', 'nya', 'pas', 'banget']","['sandy', 'jump', 'in', 'nya', 'pas', 'banget']",sandy jump in nya pas banget,sandy jump in nya pas banget,Positif
"Seruuuuuuu, sandy 1 frekuensi",0,Seruuuuuuu sandy 1 frekuensi,seruuuuuuu sandy 1 frekuensi,"['seruuuuuuu', 'sandy', '1', 'frekuensi']","['seruuuuuuu', 'sandy', '1', 'frekuensi']","['seruuuuuuu', 'sandy', '1', 'frekuensi']",seruuuuuuu sandy 1 frekuensi,seruuuuuuu sandy 1 frekuensi,Positif
"bahaya ini, gue enjoy nontonnya😢",0,bahaya ini gue enjoy nontonnya,bahaya ini gue enjoy nontonnya,"['bahaya', 'ini', 'gue', 'enjoy', 'nontonnya']","['bahaya', 'gue', 'enjoy', 'nontonnya']","['bahaya', 'gue', 'enjoy', 'nontonnya']",bahaya gue enjoy nontonnya,bahaya gue enjoy nontonnya,Positif
"emang semua s lu jabani , senyum , salam, sapa and so friendly😭😭😭 pecah bgt akakakaka",0,emang semua s lu jabani senyum salam sapa and so friendly pecah banget akakakaka,emang semua s lu jabani senyum salam sapa and so friendly pecah banget akakakaka,"['emang', 'semua', 's', 'lu', 'jabani', 'senyum', 'salam', 'sapa', 'and', 'so', 'friendly', 'pecah', 'banget', 'akakakaka']","['emang', 's', 'lu', 'jabani', 'senyum', 'salam', 'sapa', 'and', 'so', 'friendly', 'pecah', 'banget', 'akakakaka']","['emang', 's', 'lu', 'jabani', 'senyum', 'salam', 'sapa', 'and', 'so', 'friendly', 'pecah', 'banget', 'akakakaka']",emang s lu jabani senyum salam sapa and so friendly pecah banget akakakaka,emang s lu jabani senyum salam sapa and so friendly pecah banget akakakaka,Positif
pak timbul pak arip dikatain buncit pak sama niky,0,pak timbul pak arip dikatain buncit pak sama niky,pak timbul pak arip dikatain buncit pak sama niky,"['pak', 'timbul', 'pak', 'arip', 'dikatain', 'buncit', 'pak', 'sama', 'niky']","['timbul', 'arip', 'dikatain', 'buncit', 'niky']","['timbul', 'arip', 'dikatain', 'buncit', 'niky']",timbul arip dikatain buncit niky,timbul arip dikatain buncit niky,Negatif
"AKU SUKA PODCAST INI. AKU LOVE KALIAN ALL🫰🏻 <a href=""http://www.youtube.com/results?search_query=%23orangwarashobahhobahhobah"">#ORANGWARASHOBAHHOBAHHOBAH</a>",1,AKU SUKA PODCAST INI AKU LOVE KALIAN ALL,aku suka podcast ini aku love kalian all,"['aku', 'suka', 'podcast', 'ini', 'aku', 'love', 'kalian', 'all']","['suka', 'podcast', 'love', 'all']","['suka', 'podcast', 'love', 'all']",suka podcast love all,suka podcast love all,Positif
"mau liat di family100 beneran, plis undang mereka bertiga😭😭😭😭😭",0,mau liat di family100 beneran plis undang mereka bertiga,mau liat di family100 beneran plis undang mereka bertiga,"['mau', 'liat', 'di', 'family100', 'beneran', 'plis', 'undang', 'mereka', 'bertiga']","['liat', 'family100', 'beneran', 'plis', 'undang', 'bertiga']","['liat', 'family100', 'beneran', 'plis', 'undang', 'tiga']",liat family100 beneran plis undang tiga,liat family100 beneran plis undang tiga,Netral
"Nonton ini niatnya cari hiburan, eh malah jadi makin stress sama kelakuan io &amp; Niki 😭😭",0,Nonton ini niatnya cari hiburan eh malah jadi makin stress sama kelakuan io Niki,nonton ini niatnya cari hiburan eh malah jadi makin stress sama kelakuan io niki,"['nonton', 'ini', 'niatnya', 'cari', 'hiburan', 'eh', 'malah', 'jadi', 'makin', 'stress', 'sama', 'kelakuan', 'io', 'niki']","['nonton', 'niatnya', 'cari', 'hiburan', 'eh', 'stress', 'kelakuan', 'io', 'niki']","['nonton', 'niat', 'cari', 'hibur', 'eh', 'stress', 'laku', 'io', 'nik']",nonton niat cari hibur eh stress laku io nik,nonton niat cari hibur eh stress laku io nik,Negatif
ADIK SALTING PAS SANDY NUNJUKIN BAJU😭😭😭😭😭,0,ADIK SALTING PAS SANDY NUNJUKIN BAJU,adik salting pas sandy nunjukin baju,"['adik', 'salting', 'pas', 'sandy', 'nunjukin', 'baju']","['adik', 'salting', 'pas', 'sandy', 'nunjukin', 'baju']","['adik', 'salting', 'pas', 'sandy', 'nunjukin', 'baju']",adik salting pas sandy nunjukin baju,adik salting pas sandy nunjukin baju,Netral
NGAKAK BGTT YAAMPUN ko bisa ya sandy ngimbangin orang&quot;WARAS ini😭,0,NGAKAK BGTT YAAMPUN ko bisa ya sandy ngimbangin orangWARAS ini,ngakak bgtt yaampun ko bisa ya sandy ngimbangin orangwaras ini,"['ngakak', 'bgtt', 'yaampun', 'ko', 'bisa', 'ya', 'sandy', 'ngimbangin', 'orangwaras', 'ini']","['ngakak', 'bgtt', 'yaampun', 'ko', 'ya', 'sandy', 'ngimbangin', 'orangwaras']","['ngakak', 'bgtt', 'yaampun', 'ko', 'ya', 'sandy', 'ngimbangin', 'orangwaras']",ngakak bgtt yaampun ko ya sandy ngimbangin orangwaras,ngakak bgtt yaampun ko ya sandy ngimbangin orangwaras,Positif
Gakuatt gua 😭😭😭😭,0,Gakuatt gua,gakuatt gua,"['gakuatt', 'gua']","['gakuatt', 'gua']","['gakuatt', 'gua']",gakuatt gua,gakuatt gua,Positif
SANDY KENAPA MAU SII,0,SANDY KENAPA MAU SII,sandy kenapa mau sii,"['sandy', 'kenapa', 'mau', 'sii']","['sandy', 'sii']","['sandy', 'sii']",sandy sii,sandy sii,Negatif
ini pecah banget si wkkwkwk,0,ini pecah banget si wkkwkwk,ini pecah banget si wkkwkwk,"['ini', 'pecah', 'banget', 'si', 'wkkwkwk']","['pecah', 'banget', 'si', 'wkkwkwk']","['pecah', 'banget', 'si', 'wkkwkwk']",pecah banget si wkkwkwk,pecah banget si wkkwkwk,Positif
"LUCUU BGTT, COLLAB LAGI PLISSSSSSS",0,LUCUU BGTT COLLAB LAGI PLISSSSSSS,lucuu bgtt collab lagi plisssssss,"['lucuu', 'bgtt', 'collab', 'lagi', 'plisssssss']","['lucuu', 'bgtt', 'collab', 'plisssssss']","['lucuu', 'bgtt', 'collab', 'plisssssss']",lucuu bgtt collab plisssssss,lucuu bgtt collab plisssssss,Positif
aduhh nyambung bgt lagi sandy sama mereka,0,aduhh nyambung banget lagi sandy sama mereka,aduhh nyambung banget lagi sandy sama mereka,"['aduhh', 'nyambung', 'banget', 'lagi', 'sandy', 'sama', 'mereka']","['aduhh', 'nyambung', 'banget', 'sandy']","['aduhh', 'nyambung', 'banget', 'sandy']",aduhh nyambung banget sandy,aduhh nyambung banget sandy,Positif
seruuuuuuuuu bgttttttt,0,seruuuuuuuuu bgttttttt,seruuuuuuuuu bgttttttt,"['seruuuuuuuuu', 'bgttttttt']","['seruuuuuuuuu', 'bgttttttt']","['seruuuuuuuuu', 'bgttttttt']",seruuuuuuuuu bgttttttt,seruuuuuuuuu bgttttttt,Positif
sandy kepikiran banget ya ampuuunn iiii nyiapin banget wkwk,1,sandy kepikiran banget ya ampuuunn iiii nyiapin banget wkwk,sandy kepikiran banget ya ampuuunn iiii nyiapin banget wkwk,"['sandy', 'kepikiran', 'banget', 'ya', 'ampuuunn', 'iiii', 'nyiapin', 'banget', 'wkwk']","['sandy', 'kepikiran', 'banget', 'ya', 'ampuuunn', 'iiii', 'nyiapin', 'banget', 'wkwk']","['sandy', 'pikir', 'banget', 'ya', 'ampuuunn', 'iiii', 'nyiapin', 'banget', 'wkwk']",sandy pikir banget ya ampuuunn iiii nyiapin banget wkwk,sandy pikir banget ya ampuuunn iiii nyiapin banget wkwk,Positif
req durasi 12 jam 😜,0,req durasi 12 jam,req durasi 12 jam,"['req', 'durasi', '12', 'jam']","['req', 'durasi', '12', 'jam']","['req', 'durasi', '12', 'jam']",req durasi 12 jam,req durasi 12 jam,Netral
Ngawur dan ngakak,0,Ngawur dan ngakak,ngawur dan ngakak,"['ngawur', 'dan', 'ngakak']","['ngawur', 'ngakak']","['ngawur', 'ngakak']",ngawur ngakak,ngawur ngakak,Positif
Sampe nangis nontonnyaa 😭😭😭😭,0,Sampe nangis nontonnyaa,sampe nangis nontonnyaa,"['sampe', 'nangis', 'nontonnyaa']","['sampe', 'nangis', 'nontonnyaa']","['sampe', 'nang', 'nontonnyaa']",sampe nang nontonnyaa,sampe nang nontonnyaa,Positif
"<a href=""https://www.youtube.com/watch?v=CaklHISbki8&amp;t=2"">0:02</a> yaallah baru awal loh..😞<br><a href=""https://www.youtube.com/watch?v=CaklHISbki8&amp;t=1943"">32:23</a> sann?ahahahhah😭😭<br><a href=""https://www.youtube.com/watch?v=CaklHISbki8&amp;t=1950"">32:30</a> NIKK??😭😭PANTES LANGSUNG END😭😭<br><a href=""https://www.youtube.com/watch?v=CaklHISbki8&amp;t=1956"">32:36</a> Sandy:aku ga ikut ikut..<br><br>Oiyaa semangat yaa niki sama ioo,semoga bisa jadi artiss🤭❕<br><a href=""http://www.youtube.com/results?search_query=%23salamorangwaras"">#salamorangwaras</a>",5,yaallah baru awal loh sannahahahhah NIKKPANTES LANGSUNG END Sandyaku ga ikut ikut Oiyaa semangat yaa niki sama ioosemoga bisa jadi artiss,yaallah baru awal loh sannahahahhah nikkpantes langsung end sandyaku ga ikut ikut oiyaa semangat yaa niki sama ioosemoga bisa jadi artiss,"['yaallah', 'baru', 'awal', 'loh', 'sannahahahhah', 'nikkpantes', 'langsung', 'end', 'sandyaku', 'ga', 'ikut', 'ikut', 'oiyaa', 'semangat', 'yaa', 'niki', 'sama', 'ioosemoga', 'bisa', 'jadi', 'artiss']","['yaallah', 'loh', 'sannahahahhah', 'nikkpantes', 'langsung', 'end', 'sandyaku', 'ga', 'oiyaa', 'semangat', 'yaa', 'niki', 'ioosemoga', 'artiss']","['yaallah', 'loh', 'sannahahahhah', 'nikkpantes', 'langsung', 'end', 'sandyaku', 'ga', 'oiyaa', 'semangat', 'yaa', 'nik', 'ioosemoga', 'artiss']",yaallah loh sannahahahhah nikkpantes langsung end sandyaku ga oiyaa semangat yaa nik ioosemoga artiss,yaallah loh sannahahahhah nikkpantes langsung end sandyaku ga oiyaa semangat yaa nik ioosemoga artiss,Positif
SANDY NYAMBUNG PARAH SAMA ORANG2 WARAS LUSYUUUU,0,SANDY NYAMBUNG PARAH SAMA ORANG2 WARAS LUSYUUUU,sandy nyambung parah sama orang2 waras lusyuuuu,"['sandy', 'nyambung', 'parah', 'sama', 'orang2', 'waras', 'lusyuuuu']","['sandy', 'nyambung', 'parah', 'orang2', 'waras', 'lusyuuuu']","['sandy', 'nyambung', 'parah', 'orang2', 'waras', 'lusyuuuu']",sandy nyambung parah orang2 waras lusyuuuu,sandy nyambung parah orang2 waras lusyuuuu,Positif
kuedret 😭,0,kuedret,kuedret,['kuedret'],['kuedret'],['kuedret'],kuedret,kuedret,Positif
WKWKWWK NGAKAK BGT WOI,0,WKWKWWK NGAKAK banget WOI,wkwkwwk ngakak banget woi,"['wkwkwwk', 'ngakak', 'banget', 'woi']","['wkwkwwk', 'ngakak', 'banget', 'woi']","['wkwkwwk', 'ngakak', 'banget', 'woi']",wkwkwwk ngakak banget woi,wkwkwwk ngakak banget woi,Positif
"Capek bgt ngetawain <a href=""https://www.youtube.com/watch?v=CaklHISbki8&amp;t=280"">4:40</a> <br>Sandy ini ace bgt bisa masuk semua kalangan<br>Makasih kalian udah hidup",63,Capek banget ngetawain Sandy ini ace banget bisa masuk semua kalangan Makasih kalian udah hidup,capek banget ngetawain sandy ini ace banget bisa masuk semua kalangan makasih kalian udah hidup,"['capek', 'banget', 'ngetawain', 'sandy', 'ini', 'ace', 'banget', 'bisa', 'masuk', 'semua', 'kalangan', 'makasih', 'kalian', 'udah', 'hidup']","['capek', 'banget', 'ngetawain', 'sandy', 'ace', 'banget', 'masuk', 'kalangan', 'makasih', 'udah', 'hidup']","['capek', 'banget', 'ngetawain', 'sandy', 'ace', 'banget', 'masuk', 'kalang', 'makasih', 'udah', 'hidup']",capek banget ngetawain sandy ace banget masuk kalang makasih udah hidup,capek banget ngetawain sandy ace banget masuk kalang makasih udah hidup,Positif
Gilak sandy cocok banget sama mereka 😭,0,Gilak sandy cocok banget sama mereka,gilak sandy cocok banget sama mereka,"['gilak', 'sandy', 'cocok', 'banget', 'sama', 'mereka']","['gilak', 'sandy', 'cocok', 'banget']","['gilak', 'sandy', 'cocok', 'banget']",gilak sandy cocok banget,gilak sandy cocok banget,Positif
NGAKAK BGT PODCASTNYA😭😭😭,0,NGAKAK banget PODCASTNYA,ngakak banget podcastnya,"['ngakak', 'banget', 'podcastnya']","['ngakak', 'banget', 'podcastnya']","['ngakak', 'banget', 'podcastnya']",ngakak banget podcastnya,ngakak banget podcastnya,Positif
"AAAAAA, TERIMAKASIHH KARENAAA SUDAH MEMBUATTT TERTAWAA DI SELA SELAA KEGALAUANN INIII, SEHATT-SEHATT ORANG ORANG WARASSS😚💌💞",0,AAAAAA TERIMAKASIHH KARENAAA SUDAH MEMBUATTT TERTAWAA DI SELA SELAA KEGALAUANN INIII SEHATTSEHATT ORANG ORANG WARASSS,aaaaaa terimakasihh karenaaa sudah membuattt tertawaa di sela selaa kegalauann iniii sehattsehatt orang orang warasss,"['aaaaaa', 'terimakasihh', 'karenaaa', 'sudah', 'membuattt', 'tertawaa', 'di', 'sela', 'selaa', 'kegalauann', 'iniii', 'sehattsehatt', 'orang', 'orang', 'warasss']","['aaaaaa', 'terimakasihh', 'karenaaa', 'membuattt', 'tertawaa', 'selaa', 'kegalauann', 'iniii', 'sehattsehatt', 'orang', 'orang', 'warasss']","['aaaaaa', 'terimakasihh', 'karenaaa', 'membuattt', 'tertawaa', 'selaa', 'kegalauann', 'iniii', 'sehattsehatt', 'orang', 'orang', 'warasss']",aaaaaa terimakasihh karenaaa membuattt tertawaa selaa kegalauann iniii sehattsehatt orang orang warasss,aaaaaa terimakasihh karenaaa membuattt tertawaa selaa kegalauann iniii sehattsehatt orang orang warasss,Positif
Gila ya jokes mereka bisa nyambung banget😭 gak nyangka orang sejenius sandy nyambung sama orang2 spesial ini😭,0,Gila ya jokes mereka bisa nyambung banget gak nyangka orang sejenius sandy nyambung sama orang2 spesial ini,gila ya jokes mereka bisa nyambung banget gak nyangka orang sejenius sandy nyambung sama orang2 spesial ini,"['gila', 'ya', 'jokes', 'mereka', 'bisa', 'nyambung', 'banget', 'gak', 'nyangka', 'orang', 'sejenius', 'sandy', 'nyambung', 'sama', 'orang2', 'spesial', 'ini']","['gila', 'ya', 'jokes', 'nyambung', 'banget', 'gak', 'nyangka', 'orang', 'sejenius', 'sandy', 'nyambung', 'orang2', 'spesial']","['gila', 'ya', 'jokes', 'nyambung', 'banget', 'gak', 'nyangka', 'orang', 'jenius', 'sandy', 'nyambung', 'orang2', 'spesial']",gila ya jokes nyambung banget gak nyangka orang jenius sandy nyambung orang2 spesial,gila ya jokes nyambung banget gak nyangka orang jenius sandy nyambung orang2 spesial,Positif
"Tadinya mau comment hebat banget sandy gak nampol niki sama io, tapi ternyata sama nya aja 😂",0,Tadinya mau comment hebat banget sandy gak nampol niki sama io tapi ternyata sama nya aja,tadinya mau comment hebat banget sandy gak nampol niki sama io tapi ternyata sama nya aja,"['tadinya', 'mau', 'comment', 'hebat', 'banget', 'sandy', 'gak', 'nampol', 'niki', 'sama', 'io', 'tapi', 'ternyata', 'sama', 'nya', 'aja']","['comment', 'hebat', 'banget', 'sandy', 'gak', 'nampol', 'niki', 'io', 'nya', 'aja']","['comment', 'hebat', 'banget', 'sandy', 'gak', 'nampol', 'nik', 'io', 'nya', 'aja']",comment hebat banget sandy gak nampol nik io nya aja,comment hebat banget sandy gak nampol nik io nya aja,Positif
kurang panjang durasinyee woii,0,kurang panjang durasinyee woii,kurang panjang durasinyee woii,"['kurang', 'panjang', 'durasinyee', 'woii']","['durasinyee', 'woii']","['durasinyee', 'woii']",durasinyee woii,durasinyee woii,Netral
"habis ini undang haji bolot deh, pasti obrolannya nyambung 😭🙏",0,habis ini undang haji bolot deh pasti obrolannya nyambung,habis ini undang haji bolot deh pasti obrolannya nyambung,"['habis', 'ini', 'undang', 'haji', 'bolot', 'deh', 'pasti', 'obrolannya', 'nyambung']","['habis', 'undang', 'haji', 'bolot', 'deh', 'obrolannya', 'nyambung']","['habis', 'undang', 'haji', 'bolot', 'deh', 'obrol', 'nyambung']",habis undang haji bolot deh obrol nyambung,habis undang haji bolot deh obrol nyambung,Netral
emang bener bener bikin iq turun 😭,0,emang bener bener bikin iq turun,emang bener bener bikin iq turun,"['emang', 'bener', 'bener', 'bikin', 'iq', 'turun']","['emang', 'bener', 'bener', 'bikin', 'iq', 'turun']","['emang', 'bener', 'bener', 'bikin', 'iq', 'turun']",emang bener bener bikin iq turun,emang bener bener bikin iq turun,Positif
ENDINGNYA GONG BGT WKWKKWWK,0,ENDINGNYA GONG banget WKWKKWWK,endingnya gong banget wkwkkwwk,"['endingnya', 'gong', 'banget', 'wkwkkwwk']","['endingnya', 'gong', 'banget', 'wkwkkwwk']","['endingnya', 'gong', 'banget', 'wkwkkwwk']",endingnya gong banget wkwkkwwk,endingnya gong banget wkwkkwwk,Positif
YAALLAH GA KERASA BGT 31 MENIT NYAA😭😭😭,0,YAALLAH GA KERASA banget 31 MENIT NYAA,yaallah ga kerasa banget 31 menit nyaa,"['yaallah', 'ga', 'kerasa', 'banget', '31', 'menit', 'nyaa']","['yaallah', 'ga', 'kerasa', 'banget', '31', 'menit', 'nyaa']","['yaallah', 'ga', 'rasa', 'banget', '31', 'menit', 'nyaa']",yaallah ga rasa banget 31 menit nyaa,yaallah ga rasa banget 31 menit nyaa,Positif
"setelah clash of champions, harus ada yg namanya clash of asbun✨",0,setelah clash of champions harus ada yang namanya clash of asbun,setelah clash of champions harus ada yang namanya clash of asbun,"['setelah', 'clash', 'of', 'champions', 'harus', 'ada', 'yang', 'namanya', 'clash', 'of', 'asbun']","['clash', 'of', 'champions', 'namanya', 'clash', 'of', 'asbun']","['clash', 'of', 'champions', 'nama', 'clash', 'of', 'asbun']",clash of champions nama clash of asbun,clash of champions nama clash of asbun,Netral
Eps 15 iq berkurang 15 point  🥺,0,Eps 15 iq berkurang 15 point,eps 15 iq berkurang 15 point,"['eps', '15', 'iq', 'berkurang', '15', 'point']","['eps', '15', 'iq', 'berkurang', '15', 'point']","['eps', '15', 'iq', 'kurang', '15', 'point']",eps 15 iq kurang 15 point,eps 15 iq kurang 15 point,Negatif
